rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
8,8,-4,OLD,20167007,살인소설,2018-04-25,16744900,0.2,-23429800,-58.3,364032400,2308,-2944,-56.1,45928,271,346
9,9,-3,OLD,20181788,콰이어트 플레이스,2018-04-12,10874600,0.1,-13224100,-54.9,4414394549,1392,-1536,-52.5,507195,64,85
10,10,8,OLD,20178522,콜 미 바이 유어 네임,2018-03-22,7632000,0.1,3310800,76.6,1532990300,926,379,69.3,184226,15,20
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,2454649900,77.8,-3558594300,-59.2,54596438631,276967,-440357,-61.4,6254573,2114,10387
2,2,0,OLD,20189783,챔피언,2018-05-01,499955400,15.9,-601429700,-54.6,1631414500,62830,-77135,-55.1,206250,816,3921
3,3,0,OLD,20182352,"그날, 바다",2018-04-12,31665900,1.0,-41803800,-56.9,4126709500,4178,-5780,-58,500424,266,426
4,4,0,NEW,20177005,레슬러,2018-05-09,34123000,1.1,34123000,100,75010000,4084,4084,100,9262,21,21
5,5,0,NEW,20182984,얼리맨,2018-05-03,14708000,0.5,14708000,100,44109000,2101,2101,100,5848,10,10
6,6,0,OLD,20182561,당갈,2018-04-25,14664100,0.5,-14060700,-48.9,415587900,1924,-1998,-50.9,50770,135,180
7,7,-3,OLD,20183195,레오나르도 다 빈치,2018-04-26,10359500,0.3,-35562100,-77.4,212040200,1630,-4723,-74.3,27250,83,98
8,8,0,OLD,20167007,살인소설,2018-04-25,8503800,0.3,-8241100,-49.2,372536200,1117,-1191,-51.6,47045,181,242
9,9,-2,OLD,20176917,램페이지,2018-04-12,7312100,0.2,-12120500,-62.4,11921842396,959,-1648,-63.2,1381837,93,128
10,10,-1,OLD,20181788,콰이어트 플레이스,2018-04-12,6742000,0.2,-4132600,-38,4421136549,821,-571,-41,508016,57,75
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,7551540860,75.8,3634563207,92.8,68405361544,820839,401396,95.7,7760285,2224,10842
2,2,0,OLD,20189783,챔피언,2018-05-01,1479287840,14.8,830610493,128,4190995487,170126,94439,124.8,506368,806,3275
3,3,0,OLD,20182984,얼리맨,2018-05-03,268605600,2.7,232055700,634.9,366617600,33773,28264,513.1,47827,597,1057
4,4,1,OLD,20182385,매직빈,2018-05-03,167434800,1.7,141281700,540.2,221176200,20943,16888,416.5,28706,534,940
5,5,1,OLD,20182989,커다랗고 커다랗고 커다란 배,2018-05-03,155245600,1.6,136589500,732.1,197609600,19297,16603,616.3,25147,350,517
6,6,4,OLD,20183195,레오나르도 다 빈치,2018-04-26,108380600,1.1,97066400,857.9,344120000,13274,11670,727.6,43951,207,371
7,7,-3,OLD,20182352,"그날, 바다",2018-04-12,48655200,0.5,15524600,46.9,4231442500,5746,1469,34.3,513444,159,222
8,8,-1,OLD,20176069,원더스트럭,2018-05-03,31471400,0.3,10248800,48.3,91681700,3419,916,36.6,10798,108,226
9,9,2,OLD,20182561,당갈,2018-04-25,24492200,0.2,11664500,90.9,463867700,2718,1233,83,56411,43,69
10,10,2,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,23777500,0.2,11132000,88,60351600,2634,1185,81.8,6813,42,60
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,6910907600,72.7,-640633260,-8.5,75316269144,737625,-83214,-10.1,8497910,2186,10778
2,2,0,OLD,20189783,챔피언,2018-05-01,1713453600,18.0,234165760,15.8,5904449087,194847,24721,14.5,701215,839,3452
3,3,0,OLD,20182984,얼리맨,2018-05-03,170787900,1.8,-97817700,-36.4,537405500,21418,-12355,-36.6,69245,516,793
4,4,0,NEW,20177005,레슬러,2018-05-09,176596500,1.9,176596500,100,288096000,19414,19414,100,32698,151,250
5,5,0,OLD,20182989,커다랗고 커다랗고 커다란 배,2018-05-03,137991200,1.5,-17254400,-11.1,335600800,17035,-2262,-11.7,42182,327,474
6,6,-2,OLD,20182385,매직빈,2018-05-03,79674800,0.8,-87760000,-52.4,300851000,10090,-10853,-51.8,38796,423,627
7,7,-1,OLD,20183195,레오나르도 다 빈치,2018-04-26,60345200,0.6,-48035400,-44.3,404465200,7267,-6007,-45.3,51218,183,298
8,8,-1,OLD,20182352,"그날, 바다",2018-04-12,51873200,0.5,3218000,6.6,4283315700,6076,330,5.7,519520,180,253
9,9,0,OLD,20182561,당갈,2018-04-25,33725900,0.4,9233700,37.7,497593600,3781,1063,39.1,60192,68,102
10,10,-2,OLD,20176069,원더스트럭,2018-05-03,29027500,0.3,-2443900,-7.8,120709200,3189,-230,-6.7,13987,105,216
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,4752880200,68.9,-2158027400,-31.2,80069149344,516678,-220947,-30,9014588,2122,10159
2,2,0,OLD,20189783,챔피언,2018-05-01,1268328400,18.4,-445125200,-26,7172777487,147452,-47395,-24.3,848667,874,3580
3,3,0,OLD,20182984,얼리맨,2018-05-03,178810400,2.6,8022500,4.7,716215900,23259,1841,8.6,92504,511,752
4,4,1,OLD,20182989,커다랗고 커다랗고 커다란 배,2018-05-03,183076600,2.7,45085400,32.7,518677400,23005,5970,35,65187,335,487
5,5,-1,OLD,20177005,레슬러,2018-05-09,169068800,2.4,-7527700,-4.3,457164800,18959,-455,-2.3,51657,156,258
6,6,0,OLD,20182385,매직빈,2018-05-03,71341200,1.0,-8333600,-10.5,372192200,9142,-948,-9.4,47938,401,548
7,7,0,OLD,20183195,레오나르도 다 빈치,2018-04-26,57283300,0.8,-3061900,-5.1,461748500,7194,-73,-1,58412,166,246
8,8,0,OLD,20182352,"그날, 바다",2018-04-12,42534700,0.6,-9338500,-18,4325850400,5129,-947,-15.6,524649,190,275
9,9,0,OLD,20182561,당갈,2018-04-25,34791700,0.5,1065800,3.2,532385300,3989,208,5.5,64181,77,122
10,10,1,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,26679100,0.4,-1412700,-5,115122500,3032,-97,-3.1,12974,41,65
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,914913200,56.0,-67998200,-6.9,83097348244,101160,-8210,-7.5,9350733,1554,6993
2,2,0,OLD,20177005,레슬러,2018-05-09,426906800,26.1,-77014100,-15.3,1402289500,53923,-9737,-15.3,171191,881,4442
3,3,0,OLD,20189783,챔피언,2018-05-01,136060900,8.3,-39885500,-22.7,7818715987,17225,-4877,-22.1,930271,601,2176
4,4,84,OLD,20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018-05-10,23896600,1.5,23860600,66279.4,35622700,2930,2924,48733.3,3517,108,267
5,5,0,NEW,20137352,루비 스팍스,2018-05-10,22336500,1.4,22336500,100,28312500,2726,2726,100,3390,138,471
6,6,-2,OLD,20182561,당갈,2018-04-25,14013900,0.9,-1991100,-12.4,577885700,1719,-273,-13.7,69870,97,162
7,7,-1,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,11225200,0.7,1762600,18.6,145083800,1410,214,17.9,16780,44,79
8,8,-3,OLD,20182352,"그날, 바다",2018-04-12,8589900,0.5,-3030700,-26.1,4360565700,1102,-514,-31.8,529287,123,182
9,9,43,OLD,20159102,씨 오브 트리스,2018-05-10,8786000,0.5,8082000,1148,10930000,1059,1015,2306.8,1283,98,171
10,10,2,OLD,20182323,임을 위한 행진곡,2018-05-16,8181000,0.5,4725000,136.7,50284500,909,525,136.7,5892,5,6
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,1382669274,58.2,467756074,51.1,84480017518,144261,43101,42.6,9494994,1551,7223
2,2,0,OLD,20177005,레슬러,2018-05-09,593749474,25.0,166842674,39.1,1996038974,69096,15173,28.1,240287,902,4614
3,3,0,OLD,20189783,챔피언,2018-05-01,202266826,8.5,66205926,48.7,8020982813,23799,6574,38.2,954070,631,2297
4,4,1,OLD,20137352,루비 스팍스,2018-05-10,31416000,1.3,9079500,40.6,59728500,3448,722,26.5,6838,147,497
5,5,1,OLD,20182561,당갈,2018-04-25,21798400,0.9,7784500,55.5,599684100,2444,725,42.2,72314,99,174
6,6,-2,OLD,20183083,중2병이라도 사랑이 하고 싶어! 테이크 온 미,2018-05-10,18428400,0.8,-5468200,-22.9,54051100,2019,-911,-31.1,5536,102,242
7,7,0,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,14219100,0.6,2993900,26.7,159302900,1583,173,12.3,18363,46,85
8,8,0,OLD,20182352,"그날, 바다",2018-04-12,9625100,0.4,1035200,12.1,4370190800,1236,134,12.2,530523,119,180
9,9,0,NEW,20176848,데드풀 2,2018-05-16,16384000,0.7,16384000,100,18607000,1024,1024,100,1271,1,2
10,10,3,OLD,20181823,보리 vs 매켄로,2018-05-10,8340800,0.4,2515700,43.2,25801400,918,193,26.6,3062,115,198
1,1,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,729622500,58.9,-2009593800,-73.4,91251545901,79245,-211243,-72.7,10213213,1508,6737
2,2,0,OLD,20177005,레슬러,2018-05-09,258721700,20.9,-921264900,-78.1,4885835757,32344,-100715,-75.7,569115,878,4191
3,3,0,OLD,20189783,챔피언,2018-05-01,105159800,8.5,-364999700,-77.6,9119104930,13166,-40648,-75.5,1080720,584,2029
4,4,0,NEW,20173202,버닝,2018-05-17,27932000,2.3,27932000,100,27932000,3100,3100,100,3100,9,13
5,5,1,OLD,20182561,당갈,2018-04-25,16555900,1.3,-38040200,-69.7,728540900,2061,-4004,-66,86827,114,218
6,6,1,OLD,20137352,루비 스팍스,2018-05-10,15733700,1.3,-31152600,-66.4,185355100,1938,-3151,-61.9,20637,125,416
7,7,2,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,11409000,0.9,-21679700,-65.5,242616600,1413,-2187,-60.8,27604,50,98
8,8,0,NEW,20183384,서산개척단,2018-05-24,7404000,0.6,7404000,100,7404000,810,810,100,810,2,2
9,9,2,OLD,20182352,"그날, 바다",2018-04-12,6016400,0.5,-9364400,-60.9,4410948800,792,-1003,-55.9,535457,136,186
10,10,5,OLD,20159102,씨 오브 트리스,2018-05-10,4789500,0.4,-4106200,-46.2,46340100,632,-392,-38.3,5449,81,144
1,1,24,OLD,20176848,데드풀 2,2018-05-16,3042723300,79.8,3040644300,146255.1,3063409300,356445,356214,154205.2,357947,1525,7567
2,2,-1,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,386108600,10.1,-370884600,-49,92394647701,47865,-35957,-42.9,10344900,943,3081
3,3,-1,OLD,20177005,레슬러,2018-05-09,159111000,4.2,-135767000,-46,5339824757,20525,-17565,-46.1,627730,637,2195
4,4,-1,OLD,20189783,챔피언,2018-05-01,49681900,1.3,-66650200,-57.3,9285118930,6550,-8893,-57.6,1102713,379,807
5,5,0,NEW,20182046,"안녕, 나의 소녀",2018-05-16,39197500,1.0,39197500,100,40457500,5199,5199,100,5379,116,360
6,6,0,NEW,20183084,피터 래빗,2018-05-16,28682100,0.8,28682100,100,42255100,4019,4019,100,5836,383,495
7,7,0,NEW,20182323,임을 위한 행진곡,2018-05-16,14730700,0.4,14730700,100,65015200,1942,1942,100,7834,139,255
8,8,-3,OLD,20182561,당갈,2018-04-25,11826000,0.3,-6859400,-36.7,759052300,1609,-756,-32,90801,72,116
9,9,-3,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,9905600,0.3,-3387800,-25.5,265815600,1249,-478,-27.7,30580,47,88
10,10,-6,OLD,20137352,루비 스팍스,2018-05-10,7600600,0.2,-11693600,-60.6,212249900,944,-1442,-60.4,23967,131,213
1,1,0,OLD,20176848,데드풀 2,2018-05-16,5373560516,64.8,2316297396,75.8,13724164836,570341,247189,76.5,1511222,1562,8617
2,2,1,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,1139207892,13.7,618050016,118.6,94390924469,128719,69307,116.7,10574180,742,2341
3,3,-1,OLD,20173202,버닝,2018-05-17,785610246,9.5,230154294,41.4,1815370798,85021,24063,39.5,203168,705,2540
4,4,2,OLD,20183084,피터 래빗,2018-05-16,369860700,4.5,333217400,909.4,478438400,46914,42124,879.4,61793,575,1013
5,5,-1,OLD,20177005,레슬러,2018-05-09,252636500,3.0,83526600,49.4,5901995057,29488,7540,34.4,697482,541,1348
6,6,-1,OLD,20182046,"안녕, 나의 소녀",2018-05-16,112108462,1.4,37441490,50.1,276117434,13880,4482,47.7,35217,155,441
7,7,6,OLD,20183321,마징가 Z: 인피니티,2018-05-17,40645900,0.5,29731700,272.4,70332600,4883,3647,295.1,8602,332,435
8,8,12,OLD,20183741,다이노 헌터: 티렉스VS파키리노 대격돌,2018-05-17,34288600,0.4,31232600,1022,39606700,4195,3844,1095.2,4850,168,230
9,9,-2,OLD,20189783,챔피언,2018-05-01,31692100,0.4,4896200,18.3,9366772230,3898,84,2.2,1114020,156,235
10,10,0,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,22037200,0.3,7799900,54.8,312507300,2393,794,49.7,35857,37,101
1,1,0,OLD,20176848,데드풀 2,2018-05-16,4385519550,61.8,-988040966,-18.4,18109684386,462113,-108228,-19,1973335,1576,8459
2,2,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,1021836600,14.4,-117371292,-10.3,95412761069,115791,-12928,-10,10689971,760,2376
3,3,0,OLD,20173202,버닝,2018-05-17,695648300,9.8,-89961946,-11.5,2511019098,74723,-10298,-12.1,277891,707,2449
4,4,0,OLD,20183084,피터 래빗,2018-05-16,403996300,5.7,34135600,9.2,882434700,50693,3779,8.1,112486,599,1101
5,5,0,OLD,20177005,레슬러,2018-05-09,232997900,3.3,-19638600,-7.8,6134992957,27045,-2443,-8.3,724527,539,1243
6,6,0,OLD,20182046,"안녕, 나의 소녀",2018-05-16,109246000,1.5,-2862462,-2.6,385363434,13618,-262,-1.9,48835,153,429
7,7,0,OLD,20183321,마징가 Z: 인피니티,2018-05-17,44115700,0.6,3469800,8.5,114448300,5322,439,9,13924,324,414
8,8,0,OLD,20183741,다이노 헌터: 티렉스VS파키리노 대격돌,2018-05-17,33048200,0.5,-1240400,-3.6,72654900,3988,-207,-4.9,8838,166,225
9,9,0,OLD,20189783,챔피언,2018-05-01,29195400,0.4,-2496700,-7.9,9395967630,3519,-379,-9.7,1117539,152,229
10,10,1,OLD,20182561,당갈,2018-04-25,20602200,0.3,2475300,13.7,816118300,2367,309,15,97632,53,71
1,1,0,OLD,20176848,데드풀 2,2018-05-16,2402979900,56.5,-1982539650,-45.2,20512664286,281698,-180415,-39,2255033,1493,8182
2,2,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,725464300,17.1,-296372300,-29,96138225369,92626,-23165,-20,10782597,734,2394
3,3,0,OLD,20173202,버닝,2018-05-17,429046000,10.1,-266602300,-38.3,2940065098,51397,-23326,-31.2,329288,703,2571
4,4,0,OLD,20183084,피터 래빗,2018-05-16,262855200,6.2,-141141100,-34.9,1145289900,37859,-12834,-25.3,150345,523,870
5,5,0,OLD,20177005,레슬러,2018-05-09,163618500,3.8,-69379400,-29.8,6298611457,21710,-5335,-19.7,746237,539,1340
6,6,0,OLD,20182046,"안녕, 나의 소녀",2018-05-16,79741000,1.9,-29505000,-27,465104434,11183,-2435,-17.9,60018,149,436
7,7,2,OLD,20189783,챔피언,2018-05-01,25137100,0.6,-4058300,-13.9,9421104730,3453,-66,-1.9,1120992,165,265
8,8,0,NEW,20179383,독전,2018-05-22,25947000,0.6,25947000,100,64188500,2883,2883,100,7117,12,12
9,9,-2,OLD,20183321,마징가 Z: 인피니티,2018-05-17,17432700,0.4,-26683000,-60.5,131881000,2401,-2921,-54.9,16325,290,352
10,10,-2,OLD,20183741,다이노 헌터: 티렉스VS파키리노 대격돌,2018-05-17,15927200,0.4,-17121000,-51.8,88582100,2184,-1804,-45.2,11022,140,169
1,1,7,OLD,20179383,독전,2018-05-22,3378735600,37.5,3352788600,12921.7,3442924100,376530,373647,12960.4,383647,1063,5133
2,2,-1,OLD,20176848,데드풀 2,2018-05-16,3007974900,33.4,604995000,25.2,23520639186,317490,35792,12.7,2572523,1101,5574
3,3,-1,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,785647400,8.7,60183100,8.3,96923872769,90877,-1749,-1.9,10873474,590,1561
4,4,0,OLD,20183084,피터 래빗,2018-05-16,626342000,6.9,363486800,138.3,1771631900,80134,42275,111.7,230479,595,1077
5,5,0,NEW,20183801,트루스 오어 데어,2018-05-22,479675300,5.3,479675300,100,481675300,54911,54911,100,55111,530,1880
6,6,-3,OLD,20173202,버닝,2018-05-17,395649000,4.4,-33397000,-7.8,3335714098,42336,-9061,-17.6,371624,546,1393
7,7,-1,OLD,20182046,"안녕, 나의 소녀",2018-05-16,94378500,1.0,14637500,18.4,559482934,11818,635,5.7,71836,132,301
8,8,-3,OLD,20177005,레슬러,2018-05-09,61840300,0.7,-101778200,-62.2,6360451757,7633,-14077,-64.8,753870,235,359
9,9,1,OLD,20183741,다이노 헌터: 티렉스VS파키리노 대격돌,2018-05-17,42241200,0.5,26314000,165.2,130823300,5192,3008,137.7,16214,128,147
10,10,-1,OLD,20183321,마징가 Z: 인피니티,2018-05-17,25097900,0.3,7665200,44,156978900,3072,671,27.9,19397,171,183
1,1,0,OLD,20179383,독전,2018-05-22,1318718300,49.0,-2060017300,-61,4761642400,161146,-215384,-57.2,544793,1071,5241
2,2,0,OLD,20176848,데드풀 2,2018-05-16,792140200,29.4,-2215834700,-73.7,24312779386,91779,-225711,-71.1,2664302,1027,5139
3,3,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,148602400,5.5,-637045000,-81.1,97072475169,18213,-72664,-80,10891687,532,1416
4,4,1,OLD,20183801,트루스 오어 데어,2018-05-22,141613400,5.3,-338061900,-70.5,623288700,17299,-37612,-68.5,72410,516,1757
5,5,1,OLD,20173202,버닝,2018-05-17,143731000,5.3,-251918000,-63.7,3479445098,16417,-25919,-61.2,388041,537,1447
6,6,1,OLD,20182046,"안녕, 나의 소녀",2018-05-16,30446500,1.1,-63932000,-67.7,589929434,3876,-7942,-67.2,75712,117,276
7,7,-3,OLD,20183084,피터 래빗,2018-05-16,20517500,0.8,-605824500,-96.7,1792149400,2907,-77227,-96.4,233386,296,388
8,8,0,OLD,20177005,레슬러,2018-05-09,12732700,0.5,-49107600,-79.4,6373184457,1802,-5831,-76.4,755672,179,260
9,9,2,OLD,20176067,"부르고뉴, 와인에서 찾은 인생",2018-05-03,8101600,0.3,-18217300,-69.2,382080200,1001,-1890,-65.4,43795,38,83
10,10,24,OLD,20181603,무문관,2018-04-19,6190300,0.2,5282300,581.8,146335000,974,830,576.4,18765,12,17
1,1,0,OLD,20179383,독전,2018-05-22,1293767500,49.4,-24950800,-1.9,6055409900,158565,-2581,-1.6,703358,1078,5100
2,2,0,OLD,20176848,데드풀 2,2018-05-16,636255500,24.3,-155884700,-19.7,24949034886,75447,-16332,-17.8,2739749,938,4329
3,3,13,OLD,20180789,한 솔로: 스타워즈 스토리,2018-05-24,184755200,7.1,179355200,3321.4,198891200,19176,18726,4161.3,20250,546,1887
4,4,0,OLD,20183801,트루스 오어 데어,2018-05-22,123502900,4.7,-18110500,-12.8,746791600,14919,-2380,-13.8,87329,501,1529
5,5,-2,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,116521500,4.5,-32080900,-21.6,97188996669,14346,-3867,-21.2,10906033,491,1100
6,6,-1,OLD,20173202,버닝,2018-05-17,98939300,3.8,-44791700,-31.2,3578384398,11934,-4483,-27.3,399975,456,1110
7,7,1,OLD,20177005,레슬러,2018-05-09,35829800,1.4,23097100,181.4,6409014257,5058,3256,180.7,760730,158,199
8,8,-2,OLD,20182046,"안녕, 나의 소녀",2018-05-16,20047500,0.8,-10399000,-34.2,609976934,2710,-1166,-30.1,78422,100,229
9,9,-2,OLD,20183084,피터 래빗,2018-05-16,13333700,0.5,-7183800,-35,1805483100,1854,-1053,-36.2,235240,212,259
10,10,0,NEW,20184132,"세라비, 이것이 인생!",2018-05-30,9990000,0.4,9990000,100,19710000,999,999,100,2079,5,5
1,1,0,OLD,20179383,독전,2018-05-22,4172910461,53.7,2205588261,112.1,12195642561,459752,240188,109.4,1382674,1357,6562
2,2,0,OLD,20176848,데드풀 2,2018-05-16,1747585539,22.5,859455139,96.8,27584750825,186003,90895,95.6,3020860,933,4438
3,3,2,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,416923600,5.4,244693700,142.1,97778150169,46992,27947,146.7,10972070,541,1241
4,4,0,OLD,20180789,한 솔로: 스타워즈 스토리,2018-05-24,423926239,5.5,224367139,112.4,822376539,44133,23821,117.3,84695,569,1656
5,5,-2,OLD,20183801,트루스 오어 데어,2018-05-22,341005300,4.4,139395300,69.1,1289406900,38602,15597,67.8,148936,520,1290
6,6,2,OLD,20183084,피터 래빗,2018-05-16,271748000,3.5,251290500,1228.4,2097688600,34278,31676,1217.4,272120,542,1088
7,7,-1,OLD,20173202,버닝,2018-05-17,175217600,2.3,49429700,39.3,3879389898,18629,4949,36.2,432284,431,814
8,8,-1,OLD,20182046,"안녕, 나의 소녀",2018-05-16,43293000,0.6,14879000,52.4,681683934,5312,1890,55.2,87156,114,259
9,9,3,OLD,20184513,위 베어 베어스: 베이비 베어스,2018-05-24,38077700,0.5,33360200,707.2,56163000,4890,4244,657,7018,290,401
10,10,-1,OLD,20177005,레슬러,2018-05-09,13968700,0.2,3481300,33.2,6433470357,1884,311,19.8,764187,117,155
1,1,0,OLD,20179383,독전,2018-05-22,3915544100,55.9,-257366361,-6.2,16111186661,430064,-29688,-6.5,1812738,1345,6487
2,2,0,OLD,20176848,데드풀 2,2018-05-16,1363628400,19.5,-383957139,-22,28948379225,144836,-41167,-22.1,3165696,925,4312
3,3,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,372314900,5.3,-44608700,-10.7,98150465069,42144,-4848,-10.3,11014214,546,1223
4,4,0,OLD,20180789,한 솔로: 스타워즈 스토리,2018-05-24,379672400,5.4,-44253839,-10.4,1202048939,40328,-3805,-8.6,125023,555,1561
5,5,1,OLD,20183084,피터 래빗,2018-05-16,301185100,4.3,29437100,10.8,2398873700,37804,3526,10.3,309924,540,1102
6,6,-1,OLD,20183801,트루스 오어 데어,2018-05-22,314979300,4.5,-26026000,-7.6,1604386200,35621,-2981,-7.7,184557,511,1264
7,7,0,OLD,20173202,버닝,2018-05-17,155803600,2.2,-19414000,-11.1,4035193498,16568,-2061,-11.1,448852,417,773
8,8,1,OLD,20184513,위 베어 베어스: 베이비 베어스,2018-05-24,48239000,0.7,10161300,26.7,104402000,6096,1206,24.7,13114,300,418
9,9,-1,OLD,20182046,"안녕, 나의 소녀",2018-05-16,38610500,0.6,-4682500,-10.8,720294434,4688,-624,-11.7,91844,115,247
10,10,0,OLD,20177005,레슬러,2018-05-09,11728600,0.2,-2240100,-16,6445198957,1549,-335,-17.8,765736,111,145
1,1,0,OLD,20179383,독전,2018-05-22,1124277400,57.8,-169889700,-13.1,18529631161,137551,-19548,-12.4,2107388,1219,6072
2,2,0,OLD,20176848,데드풀 2,2018-05-16,368524200,19.0,-70840100,-16.1,29756267725,44281,-8311,-15.8,3262569,881,4074
3,3,0,OLD,20177478,어벤져스: 인피니티 워,2018-04-25,89898900,4.6,-14097600,-13.6,98344360469,11182,-1651,-12.9,11038229,509,1149
4,4,0,OLD,20183801,트루스 오어 데어,2018-05-22,89702800,4.6,-14499600,-13.9,1798291400,10794,-1695,-13.6,207840,476,1219
5,5,0,OLD,20180789,한 솔로: 스타워즈 스토리,2018-05-24,84684100,4.4,-5959700,-6.6,1377376839,9738,-427,-4.2,144926,512,1432
6,6,0,OLD,20173202,버닝,2018-05-17,78768900,4.1,9018300,12.9,4183712998,9295,913,10.9,466529,428,935
7,7,1,OLD,20183084,피터 래빗,2018-05-16,13387300,0.7,1653700,14.1,2423994600,1937,348,21.9,313450,224,282
8,8,-1,OLD,20182046,"안녕, 나의 소녀",2018-05-16,12393500,0.6,-273000,-2.2,745354434,1622,-45,-2.7,95133,99,217
9,9,0,NEW,20173865,데자뷰,2018-05-30,10813000,0.6,10813000,100,15413000,1205,1205,100,1665,6,6
10,10,2,OLD,20177005,레슬러,2018-05-09,7177000,0.4,3251300,82.8,6456301657,1063,494,86.8,767368,103,135
1,1,0,OLD,20179383,독전,2018-05-22,1153477700,56.9,-624005600,-35.1,21460592161,142362,-157579,-52.5,2549691,1292,6337
2,2,0,OLD,20176848,데드풀 2,2018-05-16,344713950,17.0,-152015550,-30.6,30597711175,41960,-39859,-48.7,3386348,758,3182
